Tipo,Cidade,Estado,Vagas,Quartos,Area,Banheiros,Preco
Apartamento,Água Verde,Curitiba,1 vaga,3 quartos,74 m²,1,"R$ 279.000,00"
Apartamento,Tingui,Curitiba,1 vaga,2 quartos,77 m²,1,"R$ 279.000,00"
Apartamento,Pinheirinho,Curitiba,1 vaga,1 quarto,82 m²,1,"R$ 279.000,00"
Apartamento,Água Verde,Curitiba,1 vaga,2 quartos,82 m²,1,"R$ 279.000,00"
Apartamento,Novo Mundo,Curitiba,1 vaga,3 quartos,72 m²,1,"R$ 278.000,00"
Casa,Centro,Antonina,1 vaga,4 quartos,150 m²,2,"R$ 278.000,00"
Casa,Balneário São José I,Itapoá,1 vaga,2 quartos,58 m²,1,"R$ 277.000,00"
Apartamento,Centro,Curitiba,0 vaga,3 quartos,126 m²,2,"R$ 277.000,00"
Sobrado,Fraron,Pato Branco,1 vaga,2 quartos,55 m²,2,"R$ 277.000,00"
Casa,Jardim Três Rios,Campo Largo,1 vaga,2 quartos,76 m²,1,"R$ 275.000,00"
Casa,Nereidas De Guaratuba,Guaratuba,1 vaga,3 quartos,60 m²,2,"R$ 275.000,00"
Apartamento,Pilarzinho,Curitiba,1 vaga,1 quarto,51 m²,1,"R$ 275.000,00"
Apartamento,Xaxim,Curitiba,1 vaga,2 quartos,100 m²,2,"R$ 275.000,00"
Apartamento,Floresta,Joinville,1 vaga,3 quartos,81 m²,1,"R$ 275.000,00"
Apartamento,Fanny,Curitiba,1 vaga,3 quartos,68 m²,0,"R$ 275.000,00"
Casa,Conjunto Águas Claras,Campo Largo,1 vaga,3 quartos,85 m²,1,"R$ 275.000,00"
Casa,C. Pequeno,Colombo,2 vagas,2 quartos,100 m²,2,"R$ 275.000,00"
Apartamento,Santa Quitéria,Curitiba,1 vaga,3 quartos,97 m²,1,"R$ 275.000,00"
Casa,Nereidas De Guaratuba,Guaratuba,1 vaga,3 quartos,75 m²,2,"R$ 275.000,00"
Casa,Cidade Industrial,Curitiba,1 vaga,2 quartos,71 m²,2,"R$ 275.000,00"
Casa,Santa Terezinha,Fazenda Rio Grande,2 vagas,3 quartos,61 m²,1,"R$ 275.000,00"
Apartamento,Brejatuba,Guaratuba,1 vaga,2 quartos,62 m²,2,"R$ 275.000,00"
Casa,Nereidas De Guaratuba,Guaratuba,1 vaga,3 quartos,75 m²,2,"R$ 275.000,00"
Apartamento,Capão Raso,Curitiba,1 vaga,2 quartos,84 m²,1,"R$ 275.000,00"
Casa,Jardim Guaraituba,Colombo,1 vaga,3 quartos,100 m²,2,"R$ 275.000,00"
Apartamento,Santa Quitéria,Curitiba,1 vaga,3 quartos,97 m²,1,"R$ 275.000,00"
Casa,Jardim Guaraituba,Colombo,4 vagas,3 quartos,51 m²,1,"R$ 275.000,00"
Apartamento,Centro,Campo Largo,1 vaga,2 quartos,64 m²,1,"R$ 274.900,00"
Garden,Água Verde,Curitiba,0 vaga,1 quarto,55 m²,1,"R$ 274.875,00"
Casa,Shangri-La,Pontal Do Paraná,1 vaga,2 quartos,130 m²,2,"R$ 274.719,61"
Apartamento,Nações,Fazenda Rio Grande,0 vaga,2 quartos,53 m²,1,"R$ 274.000,00"
Apartamento,Xaxim,Curitiba,1 vaga,2 quartos,65 m²,1,"R$ 274.000,00"
Apartamento,Pinheirinho,Curitiba,1 vaga,2 quartos,88 m²,1,"R$ 272.599,00"
Apartamento,Floresta,Joinville,1 vaga,2 quartos,88 m²,1,"R$ 272.000,00"
Casa,Industrial,Guarapuava,1 vaga,2 quartos,104 m²,1,"R$ 271.621,97"
Apartamento,Portão,Curitiba,0 vaga,1 quarto,51 m²,1,"R$ 270.000,00"
Sobrado,Iguaçu,Fazenda Rio Grande,2 vagas,2 quartos,69 m²,2,"R$ 270.000,00"
Apartamento,Bairro Alto,Curitiba,1 vaga,3 quartos,74 m²,2,"R$ 270.000,00"
Casa,Boa Vista,Ponta Grossa,2 vagas,2 quartos,90 m²,1,"R$ 270.000,00"
Casa,Gralha Azul,Fazenda Rio Grande,0 vaga,2 quartos,58 m²,1,"R$ 270.000,00"
Casa,Vila Bela,Guarapuava,1 vaga,2 quartos,60 m²,1,"R$ 270.000,00"
Casa,Boqueirão,Curitiba,1 vaga,2 quartos,50 m²,1,"R$ 270.000,00"
Casa,Alto Boqueirão,Curitiba,2 vagas,3 quartos,70 m²,1,"R$ 270.000,00"
Sobrado,Campo De Santana,Curitiba,1 vaga,2 quartos,67 m²,3,"R$ 270.000,00"
Apartamento,Alto Da Glória,Curitiba,0 vaga,2 quartos,98 m²,1,"R$ 270.000,00"
Casa,Jardim Maria Luiza,Antonina,1 vaga,3 quartos,133 m²,1,"R$ 270.000,00"
Casa,Jardim Guaraituba,Colombo,1 vaga,3 quartos,74 m²,1,"R$ 270.000,00"
Apartamento,Novo Mundo,Curitiba,0 vaga,3 quartos,81 m²,2,"R$ 270.000,00"
Casa,Jardim Guaraituba,Colombo,1 vaga,3 quartos,74 m²,1,"R$ 270.000,00"
Apartamento,Pinheirinho,Curitiba,1 vaga,2 quartos,57 m²,2,"R$ 270.000,00"
Casa,Cajuru,Curitiba,1 vaga,2 quartos,40 m²,1,"R$ 270.000,00"
Apartamento,Campo Comprido,Curitiba,1 vaga,3 quartos,68 m²,1,"R$ 270.000,00"
Casa,Vila Garcia,Paranaguá,0 vaga,3 quartos,90 m²,1,"R$ 270.000,00"
Apartamento,Centro,Curitiba,0 vaga,2 quartos,57 m²,1,"R$ 270.000,00"
Apartamento,Centro,Curitiba,1 vaga,1 quarto,76 m²,1,"R$ 270.000,00"
Apartamento,Guabirotuba,Curitiba,2 vagas,2 quartos,85 m²,1,"R$ 270.000,00"
Sobrado,Balneário Ipanema,Pontal Do Paraná,2 vagas,2 quartos,93 m²,1,"R$ 270.000,00"
Casa,Pinheirinho,Curitiba,2 vagas,2 quartos,65 m²,1,"R$ 270.000,00"
Apartamento,Eucaliptos,Fazenda Rio Grande,1 vaga,2 quartos,78 m²,1,"R$ 270.000,00"
Apartamento,Campo Comprido,Curitiba,1 vaga,2 quartos,56 m²,1,"R$ 270.000,00"
Casa,Parque Do Embu,Colombo,3 vagas,3 quartos,56 m²,1,"R$ 270.000,00"
Casa,Xaxim,Curitiba,2 vagas,3 quartos,60 m²,2,"R$ 270.000,00"
Casa,Planalto,Pato Branco,1 vaga,3 quartos,65 m²,1,"R$ 270.000,00"
Casa,Jardim Guaraituba,Colombo,1 vaga,2 quartos,50 m²,1,"R$ 270.000,00"
Casa,Jardim Guaraituba,Colombo,1 vaga,3 quartos,71 m²,1,"R$ 270.000,00"
Apartamento,Pinheirinho,Curitiba,1 vaga,3 quartos,75 m²,1,"R$ 270.000,00"
Apartamento,Campo Comprido,Curitiba,1 vaga,2 quartos,56 m²,2,"R$ 270.000,00"
Apartamento,Contorno,Ponta Grossa,1 vaga,3 quartos,100 m²,1,"R$ 270.000,00"
Casa,Santa Terezinha,Fazenda Rio Grande,1 vaga,3 quartos,54 m²,1,"R$ 270.000,00"
Apartamento,Pinheirinho,Curitiba,1 vaga,2 quartos,98 m²,2,"R$ 270.000,00"
Apartamento,Prado Velho,Curitiba,0 vaga,1 quarto,58 m²,1,"R$ 270.000,00"
Apartamento,Bacacheri,Curitiba,1 vaga,3 quartos,80 m²,1,"R$ 270.000,00"
Apartamento,Aristocrata,São José Dos Pinhais,1 vaga,2 quartos,60 m²,1,"R$ 270.000,00"
Casa,Planta Quississana,São José Dos Pinhais,3 vagas,2 quartos,65 m²,2,"R$ 270.000,00"
Casa,Jardim Cristo Rei,Campo Largo,0 vaga,3 quartos,94 m²,2,"R$ 270.000,00"
Apartamento,Rebouças,Curitiba,0 vaga,1 quarto,54 m²,1,"R$ 270.000,00"
Apartamento,Centro,São José Dos Pinhais,1 vaga,2 quartos,45 m²,1,"R$ 270.000,00"
Apartamento,Weissópolis,Pinhais,1 vaga,3 quartos,69 m²,1,"R$ 270.000,00"
Casa,Parque Do Embu,Colombo,1 vaga,3 quartos,59 m²,1,"R$ 270.000,00"
Apartamento,Santa Quitéria,Curitiba,1 vaga,2 quartos,67 m²,1,"R$ 270.000,00"
Apartamento,Vila São José,Colombo,1 vaga,2 quartos,86 m²,2,"R$ 270.000,00"
Apartamento,Atuba,Curitiba,1 vaga,2 quartos,80 m²,1,"R$ 270.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,32 m²,1,"R$ 270.000,00"
Casa,Jardim Ana Rosa I,Colombo,2 vagas,3 quartos,60 m²,1,"R$ 270.000,00"
Casa,Campina Da Barra,Araucária,1 vaga,4 quartos,120 m²,1,"R$ 270.000,00"
Casa,Balneario Gaivotas,Matinhos,1 vaga,2 quartos,40 m²,1,"R$ 270.000,00"
Casa,Monções,Matinhos,1 vaga,3 quartos,53 m²,2,"R$ 269.900,00"
Apartamento,Vila Alto Da Cruz Iii,Colombo,1 vaga,3 quartos,60 m²,1,"R$ 269.900,00"
Apartamento,Jardim Carvalho,Ponta Grossa,1 vaga,3 quartos,77 m²,1,"R$ 269.900,00"
Apartamento,Boneca Do Iguaçu,São José Dos Pinhais,1 vaga,2 quartos,91 m²,1,"R$ 269.500,00"
Apartamento,Afonso Pena,São José Dos Pinhais,1 vaga,2 quartos,70 m²,1,"R$ 269.000,00"
Apartamento,Campina Do Siqueira,Curitiba,1 vaga,2 quartos,85 m²,1,"R$ 269.000,00"
Apartamento,Centro Cívico,Curitiba,0 vaga,2 quartos,45 m²,1,"R$ 269.000,00"
Apartamento,Afonso Pena,São José Dos Pinhais,1 vaga,3 quartos,78 m²,1,"R$ 269.000,00"
Apartamento,Weissópolis,Pinhais,1 vaga,2 quartos,67 m²,1,"R$ 269.000,00"
Apartamento,Tingui,Curitiba,1 vaga,3 quartos,60 m²,1,"R$ 268.867,00"
Apartamento,Santa Cândida,Curitiba,0 vaga,2 quartos,46 m²,0,"R$ 268.000,00"
Sobrado,Eliana,Guaratuba,2 vagas,2 quartos,54 m²,2,"R$ 268.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,72 m²,1,"R$ 268.000,00"
Apartamento,Novo Mundo,Curitiba,1 vaga,3 quartos,83 m²,2,"R$ 267.000,00"
Apartamento,Iririú,Joinville,1 vaga,2 quartos,88 m²,1,"R$ 267.000,00"
Apartamento,Uvaranas,Ponta Grossa,1 vaga,2 quartos,69 m²,1,"R$ 266.006,00"
Apartamento,Glória,Joinville,1 vaga,2 quartos,82 m²,1,"R$ 265.900,00"
Apartamento,Saguaçu,Joinville,1 vaga,2 quartos,88 m²,0,"R$ 265.500,00"
Casa,São Dimas,Colombo,2 vagas,2 quartos,70 m²,1,"R$ 265.000,00"
Casa,Guatupê,São José Dos Pinhais,1 vaga,3 quartos,54 m²,1,"R$ 265.000,00"
Casa,Uberaba,Curitiba,3 vagas,3 quartos,100 m²,1,"R$ 265.000,00"
Apartamento,Hauer,Curitiba,2 vagas,2 quartos,66 m²,1,"R$ 265.000,00"
Apartamento,Bairro Alto,Curitiba,1 vaga,2 quartos,80 m²,1,"R$ 265.000,00"
Studio,Mossunguê,Curitiba,0 vaga,1 quarto,32 m²,1,"R$ 265.000,00"
Casa,Jardim Iruama,Campo Largo,2 vagas,3 quartos,64 m²,1,"R$ 265.000,00"
Casa,Jardim Iruama,Campo Largo,2 vagas,3 quartos,64 m²,1,"R$ 265.000,00"
Apartamento,Cidade Jardim,São José Dos Pinhais,1 vaga,2 quartos,77 m²,1,"R$ 265.000,00"
Apartamento,Santa Cândida,Curitiba,0 vaga,2 quartos,72 m²,1,"R$ 265.000,00"
Apartamento,Centro,Curitiba,1 vaga,2 quartos,65 m²,1,"R$ 265.000,00"
Kitnet,Mossunguê,Curitiba,0 vaga,1 quarto,32 m²,1,"R$ 265.000,00"
Casa,Uberaba,Curitiba,1 vaga,3 quartos,125 m²,1,"R$ 265.000,00"
Casa,Uberaba,Curitiba,2 vagas,3 quartos,148 m²,2,"R$ 265.000,00"
Casa,Jardim Campo Pequeno,Colombo,0 vaga,3 quartos,59 m²,1,"R$ 265.000,00"
Casa,Jardim Guilhermina,Colombo,1 vaga,3 quartos,52 m²,1,"R$ 265.000,00"
Apartamento,Bacacheri,Curitiba,2 vagas,3 quartos,94 m²,1,"R$ 265.000,00"
Apartamento,Maracana,Colombo,1 vaga,2 quartos,64 m²,1,"R$ 265.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,35 m²,1,"R$ 265.000,00"
Studio,Centro,Curitiba,0 vaga,1 quarto,33 m²,1,"R$ 265.000,00"
Casa,Contorno,Ponta Grossa,3 vagas,2 quartos,53 m²,1,"R$ 265.000,00"
Studio,Rebouças,Curitiba,0 vaga,1 quarto,37 m²,1,"R$ 265.000,00"
Casa,Água Verde,Curitiba,0 vaga,2 quartos,80 m²,1,"R$ 265.000,00"
Casa,Guabirotuba,Curitiba,1 vaga,2 quartos,51 m²,1,"R$ 265.000,00"
Studio,Mossunguê,Curitiba,0 vaga,1 quarto,32 m²,1,"R$ 265.000,00"
Apartamento,Alto Da Rua Xv,Curitiba,1 vaga,1 quarto,40 m²,1,"R$ 265.000,00"
Apartamento,Vila Alto Da Cruz Iii,Colombo,1 vaga,3 quartos,60 m²,1,"R$ 264.960,00"
Sobrado,Sertãozinho,Matinhos,1 vaga,3 quartos,106 m²,3,"R$ 264.900,00"
Apartamento,Afonso Pena,São José Dos Pinhais,1 vaga,3 quartos,56 m²,1,"R$ 263.900,00"
Apartamento,Novo Mundo,Curitiba,1 vaga,2 quartos,81 m²,1,"R$ 263.000,00"
Apartamento,Água Verde,Curitiba,1 vaga,1 quarto,62 m²,1,"R$ 260.000,00"
Casa,Jardim Modelo,Colombo,1 vaga,2 quartos,120 m²,1,"R$ 260.000,00"
Casa,Cidade Industrial,Curitiba,2 vagas,2 quartos,77 m²,1,"R$ 260.000,00"
Studio,Alto Da Glória,Curitiba,0 vaga,1 quarto,35 m²,1,"R$ 260.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,35 m²,1,"R$ 260.000,00"
Apartamento,Campo Comprido,Curitiba,1 vaga,3 quartos,62 m²,1,"R$ 260.000,00"
Sobrado,Jardim Carvalho,Ponta Grossa,1 vaga,3 quartos,77 m²,2,"R$ 260.000,00"
Apartamento,Alto Tarumã,Pinhais,1 vaga,3 quartos,66 m²,1,"R$ 260.000,00"
Apartamento,Emiliano Perneta,Pinhais,1 vaga,2 quartos,71 m²,2,"R$ 260.000,00"
Casa,Palmital,Colombo,1 vaga,2 quartos,125 m²,1,"R$ 260.000,00"
Casa,Santa Terezinha,Fazenda Rio Grande,1 vaga,3 quartos,57 m²,1,"R$ 260.000,00"
Casa,Nações,Fazenda Rio Grande,1 vaga,3 quartos,100 m²,1,"R$ 260.000,00"
Casa,Cidade Industrial,Curitiba,0 vaga,3 quartos,100 m²,1,"R$ 260.000,00"
Apartamento,Campo Comprido,Curitiba,1 vaga,2 quartos,66 m²,1,"R$ 260.000,00"
Apartamento,Uberaba,Curitiba,1 vaga,3 quartos,87 m²,2,"R$ 260.000,00"
Apartamento,Cabral,Curitiba,1 vaga,1 quarto,54 m²,1,"R$ 260.000,00"
Casa,Sítio Cercado,Curitiba,1 vaga,2 quartos,77 m²,1,"R$ 260.000,00"
Apartamento,Santa Cândida,Curitiba,1 vaga,2 quartos,68 m²,1,"R$ 260.000,00"
Casa,Santo Antonio,São José Dos Pinhais,1 vaga,2 quartos,57 m²,1,"R$ 260.000,00"
Casa,Vila Ipanema,Piraquara,1 vaga,3 quartos,61 m²,1,"R$ 260.000,00"
Casa,Boqueirão,Guarapuava,2 vagas,3 quartos,100 m²,1,"R$ 260.000,00"
Casa,Eliana,Guaratuba,0 vaga,2 quartos,70 m²,1,"R$ 260.000,00"
Casa,Jardim Dos Eucaliptos,Colombo,1 vaga,3 quartos,120 m²,1,"R$ 260.000,00"
Sobrado,Boqueirão,Curitiba,1 vaga,2 quartos,58 m²,1,"R$ 260.000,00"
Apartamento,Centro,Curitiba,0 vaga,2 quartos,73 m²,0,"R$ 260.000,00"
Casa,Coroados,Guaratuba,2 vagas,2 quartos,72 m²,1,"R$ 260.000,00"
Casa,Capela Velha,Araucária,2 vagas,2 quartos,62 m²,1,"R$ 260.000,00"
Apartamento,Centro,Curitiba,0 vaga,3 quartos,120 m²,2,"R$ 260.000,00"
Apartamento,Boqueirão,Guarapuava,1 vaga,2 quartos,70 m²,1,"R$ 260.000,00"
Casa,Praia De Leste,Pontal Do Paraná,1 vaga,2 quartos,58 m²,2,"R$ 260.000,00"
Apartamento,Colônia Rio Grande,São José Dos Pinhais,2 vagas,3 quartos,78 m²,1,"R$ 260.000,00"
Casa,Nereidas De Guaratuba,Guaratuba,0 vaga,2 quartos,70 m²,2,"R$ 260.000,00"
Casa,Xaxim,Curitiba,3 vagas,3 quartos,47 m²,1,"R$ 260.000,00"
Apartamento,Cristo Rei,Curitiba,1 vaga,1 quarto,35 m²,1,"R$ 260.000,00"
Apartamento,Santa Quitéria,Curitiba,1 vaga,3 quartos,97 m²,1,"R$ 260.000,00"
Apartamento,Santa Quitéria,Curitiba,1 vaga,3 quartos,97 m²,1,"R$ 260.000,00"
Apartamento,Vila Alto Da Cruz Iii,Colombo,1 vaga,3 quartos,60 m²,1,"R$ 260.000,00"
Apartamento,Aristocrata,São José Dos Pinhais,1 vaga,2 quartos,59 m²,2,"R$ 259.900,00"
Apartamento,Santa Cândida,Curitiba,1 vaga,2 quartos,45 m²,1,"R$ 259.000,00"
Casa,Bonatto,Pato Branco,1 vaga,3 quartos,80 m²,1,"R$ 259.000,00"
Casa,Sítio Cercado,Curitiba,1 vaga,2 quartos,48 m²,1,"R$ 259.000,00"
Sobrado,Vila Maria Do Rosário,Colombo,2 vagas,2 quartos,80 m²,2,"R$ 259.000,00"
Apartamento,Rebouças,Curitiba,0 vaga,1 quarto,48 m²,1,"R$ 259.000,00"
Apartamento,Rebouças,Curitiba,0 vaga,1 quarto,51 m²,1,"R$ 258.000,00"
Apartamento,Vargem Grande,Pinhais,1 vaga,3 quartos,69 m²,1,"R$ 258.000,00"
Apartamento,Tingui,Curitiba,1 vaga,3 quartos,80 m²,1,"R$ 258.000,00"
Apartamento,Boqueirão,Curitiba,1 vaga,3 quartos,85 m²,1,"R$ 258.000,00"
Apartamento,Fazendinha,Curitiba,1 vaga,3 quartos,55 m²,1,"R$ 258.000,00"
Apartamento,Portão,Curitiba,1 vaga,3 quartos,66 m²,1,"R$ 257.000,00"
Garden,Santa Cândida,Curitiba,1 vaga,3 quartos,97 m²,1,"R$ 257.000,00"
Apartamento,Xaxim,Curitiba,1 vaga,2 quartos,56 m²,1,"R$ 256.000,00"
Apartamento,Boa Vista,Curitiba,0 vaga,2 quartos,66 m²,1,"R$ 255.000,00"
Apartamento,Campo Comprido,Curitiba,1 vaga,2 quartos,58 m²,1,"R$ 255.000,00"
Apartamento,Água Verde,Curitiba,1 vaga,2 quartos,81 m²,1,"R$ 255.000,00"
Apartamento,Santa Quitéria,Curitiba,1 vaga,3 quartos,72 m²,2,"R$ 255.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,34 m²,1,"R$ 255.000,00"
Sobrado,Cidade Industrial,Curitiba,2 vagas,2 quartos,68 m²,2,"R$ 255.000,00"
Apartamento,Campo Comprido,Curitiba,1 vaga,2 quartos,58 m²,1,"R$ 255.000,00"
Apartamento,Tingui,Curitiba,1 vaga,2 quartos,80 m²,1,"R$ 255.000,00"
Apartamento,Santa Quitéria,Curitiba,1 vaga,3 quartos,76 m²,0,"R$ 255.000,00"
Apartamento,Boa Vista,Curitiba,1 vaga,2 quartos,60 m²,1,"R$ 255.000,00"
Casa,Balneário Grajaú,Pontal Do Paraná,2 vagas,2 quartos,48 m²,1,"R$ 255.000,00"
Apartamento,Jardim Central,Colombo,0 vaga,3 quartos,59 m²,1,"R$ 255.000,00"
Casa,Jardim Paulista,Campina Grande Do Sul,6 vagas,3 quartos,100 m²,1,"R$ 255.000,00"
Casa,Vila Bela,Guarapuava,1 vaga,3 quartos,80 m²,1,"R$ 255.000,00"
Casa,Inajá,Matinhos,0 vaga,3 quartos,100 m²,1,"R$ 255.000,00"
Apartamento,Uberaba,Curitiba,1 vaga,2 quartos,52 m²,1,"R$ 255.000,00"
Sobrado,Cidade Industrial,Curitiba,1 vaga,3 quartos,78 m²,2,"R$ 255.000,00"
Apartamento,Afonso Pena,São José Dos Pinhais,1 vaga,3 quartos,68 m²,1,"R$ 255.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,35 m²,1,"R$ 254.600,00"
Casa,Jardim São Gabriel,Colombo,1 vaga,2 quartos,58 m²,1,"R$ 254.000,00"
Apartamento,Augusta,Curitiba,1 vaga,2 quartos,54 m²,1,"R$ 250.000,00"
Triplex,Jardim Central,Colombo,1 vaga,4 quartos,69 m²,2,"R$ 250.000,00"
Apartamento,Centro,São José Dos Pinhais,1 vaga,2 quartos,79 m²,1,"R$ 250.000,00"
Apartamento,Batel,Curitiba,0 vaga,1 quarto,42 m²,1,"R$ 250.000,00"
Sobrado,Campo De Santana,Curitiba,2 vagas,2 quartos,46 m²,1,"R$ 250.000,00"
Apartamento,Centro,Campo Largo,1 vaga,2 quartos,55 m²,1,"R$ 250.000,00"
Casa,Eucaliptos,Fazenda Rio Grande,2 vagas,2 quartos,38 m²,1,"R$ 250.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,33 m²,1,"R$ 250.000,00"
Apartamento,Santa Quitéria,Curitiba,1 vaga,2 quartos,67 m²,1,"R$ 250.000,00"
Casa,Iguaçu,Fazenda Rio Grande,4 vagas,2 quartos,54 m²,1,"R$ 250.000,00"
Apartamento,Santa Cândida,Curitiba,1 vaga,2 quartos,64 m²,1,"R$ 250.000,00"
Apartamento,Portão,Curitiba,1 vaga,1 quarto,70 m²,1,"R$ 250.000,00"
Apartamento,Bairro Alto,Curitiba,1 vaga,2 quartos,84 m²,1,"R$ 250.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,64 m²,1,"R$ 250.000,00"
Sobrado,Cidade Industrial,Curitiba,1 vaga,2 quartos,67 m²,2,"R$ 250.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,47 m²,1,"R$ 250.000,00"
Apartamento,Pinheirinho,Curitiba,1 vaga,2 quartos,67 m²,1,"R$ 250.000,00"
Casa,Planta Santa Tereza,Colombo,4 vagas,2 quartos,52 m²,1,"R$ 250.000,00"
Apartamento,Pinheirinho,Curitiba,1 vaga,2 quartos,95 m²,1,"R$ 250.000,00"
Casa,Jardim Maria Luiza,Antonina,0 vaga,2 quartos,110 m²,1,"R$ 250.000,00"
Casa,Bom Jesus,Campo Largo,2 vagas,4 quartos,90 m²,1,"R$ 250.000,00"
Sobrado,Urubuquara,Garuva,1 vaga,2 quartos,59 m²,1,"R$ 250.000,00"
Casa,Loteamento São Gerônimo,Campo Largo,3 vagas,3 quartos,78 m²,1,"R$ 250.000,00"
Apartamento,Centro,Curitiba,0 vaga,1 quarto,27 m²,1,"R$ 250.000,00"
Casa,Itapema Do Norte,Itapoá,1 vaga,2 quartos,89 m²,2,"R$ 250.000,00"
Casa,Boehmerwald,Joinville,0 vaga,2 quartos,72 m²,1,"R$ 250.000,00"
Casa,Tatuquara,Curitiba,1 vaga,3 quartos,50 m²,2,"R$ 250.000,00"
Sobrado,Nereidas De Guaratuba,Guaratuba,2 vagas,2 quartos,92 m²,3,"R$ 250.000,00"
Sobrado,Cajuru,Curitiba,2 vagas,3 quartos,90 m²,2,"R$ 250.000,00"
Casa,Jardim Apucarana,Almirante Tamandaré,0 vaga,3 quartos,57 m²,1,"R$ 250.000,00"
Apartamento,Santa Cândida,Curitiba,1 vaga,2 quartos,53 m²,1,"R$ 250.000,00"
Casa,Vila Alto Pinheiros,Almirante Tamandaré,1 vaga,2 quartos,56 m²,0,"R$ 250.000,00"
Casa,Alto Boqueirão,Curitiba,2 vagas,2 quartos,64 m²,1,"R$ 250.000,00"
Apartamento,Jardim Santo Antônio,Almirante Tamandaré,1 vaga,2 quartos,52 m²,1,"R$ 250.000,00"
Apartamento,Água Verde,Curitiba,0 vaga,3 quartos,54 m²,1,"R$ 250.000,00"
Casa,Bom Retiro,Matinhos,3 vagas,5 quartos,100 m²,1,"R$ 250.000,00"
Apartamento,Cajuru,Curitiba,0 vaga,2 quartos,47 m²,1,"R$ 250.000,00"
Apartamento,Santa Quitéria,Curitiba,0 vaga,3 quartos,97 m²,0,"R$ 250.000,00"
Apartamento,Colônia Rio Grande,São José Dos Pinhais,0 vaga,2 quartos,65 m²,1,"R$ 250.000,00"
Apartamento,Atuba,Pinhais,1 vaga,2 quartos,61 m²,1,"R$ 250.000,00"
Apartamento,Centro,Curitiba,0 vaga,2 quartos,80 m²,1,"R$ 250.000,00"
Sobrado,Jardim São Roque,Jaguariaíva,3 vagas,3 quartos,79 m²,2,"R$ 250.000,00"
Apartamento,Hauer,Curitiba,1 vaga,3 quartos,72 m²,1,"R$ 250.000,00"
Casa,Campo Comprido,Curitiba,2 vagas,2 quartos,55 m²,1,"R$ 250.000,00"
Sobrado,Urubuquara,Garuva,1 vaga,2 quartos,59 m²,2,"R$ 250.000,00"
Apartamento,Atuba,Curitiba,1 vaga,3 quartos,59 m²,1,"R$ 250.000,00"
Apartamento,Neves,Ponta Grossa,1 vaga,3 quartos,106 m²,1,"R$ 250.000,00"
Casa,Santana,Guarapuava,1 vaga,2 quartos,62 m²,1,"R$ 250.000,00"
Casa,Shangri-La,Pontal Do Paraná,2 vagas,2 quartos,47 m²,1,"R$ 250.000,00"
Apartamento,Novo Mundo,Curitiba,1 vaga,2 quartos,89 m²,1,"R$ 250.000,00"
Casa,Parque Monte Castelo,Colombo,1 vaga,2 quartos,220 m²,1,"R$ 250.000,00"
Casa,Pilarzinho,Curitiba,1 vaga,3 quartos,100 m²,3,"R$ 250.000,00"
Apartamento,Cruzeiro,São José Dos Pinhais,1 vaga,2 quartos,68 m²,1,"R$ 250.000,00"
Apartamento,Hauer,Curitiba,1 vaga,2 quartos,66 m²,1,"R$ 250.000,00"
Apartamento,Pinheirinho,Curitiba,1 vaga,2 quartos,62 m²,1,"R$ 250.000,00"
Casa,Parque Monte Castelo,Colombo,7 vagas,6 quartos,160 m²,2,"R$ 250.000,00"
Casa,Weissópolis,Pinhais,1 vaga,2 quartos,50 m²,1,"R$ 250.000,00"
Apartamento,Santa Cruz,Guarapuava,1 vaga,2 quartos,60 m²,1,"R$ 250.000,00"
Casa,Jardim Das Acácias,Campo Largo,1 vaga,3 quartos,110 m²,0,"R$ 250.000,00"
Sobrado,Cidade Industrial,Curitiba,1 vaga,3 quartos,72 m²,2,"R$ 250.000,00"
Apartamento,Centro,Curitiba,0 vaga,2 quartos,58 m²,1,"R$ 250.000,00"
Apartamento,Cidade Industrial,Curitiba,1 vaga,3 quartos,72 m²,1,"R$ 250.000,00"
Apartamento,Prado Velho,Curitiba,1 vaga,1 quarto,45 m²,1,"R$ 250.000,00"
Casa,Paloma,Colombo,2 vagas,3 quartos,80 m²,2,"R$ 250.000,00"
Casa,Alvorada,Pato Branco,1 vaga,2 quartos,55 m²,1,"R$ 250.000,00"
Apartamento,Portão,Curitiba,1 vaga,2 quartos,59 m²,1,"R$ 250.000,00"
Sobrado,Centro,Garuva,0 vaga,2 quartos,65 m²,2,"R$ 250.000,00"
Apartamento,Pinheirinho,Curitiba,0 vaga,2 quartos,93 m²,1,"R$ 250.000,00"
Casa,Centro,Antonina,0 vaga,3 quartos,90 m²,1,"R$ 250.000,00"
Apartamento,Maria Antonieta,Pinhais,1 vaga,2 quartos,111 m²,1,"R$ 250.000,00"
Apartamento,Portão,Curitiba,1 vaga,3 quartos,54 m²,1,"R$ 250.000,00"
